date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-13,1626,26,20,Gluten-Free Oatmeal Cookies,Our Gluten-Free Oatmeal Cookies are super crunchy and require just a handful of ingredients. This small snack for between meals is a great alternative to store-bought ones. The cookies are guaranteed to sweeten your lunch break and the rolled oats will keep you feeling full.,40,easy,6,"['Combine the rolled oats, rice flour and potato starch in a bowl.'
 'Add the coconut oil and maple syrup and mix well.'
 'Allow the dough to harden in the fridge for approx. 10 minutes.'
 'Preheat the oven to 360°F (180°C).'
 'Form the dough into cookies, using approx. 1 tablespoon of dough per cookie.  Bake on the middle rack for approx. 20–25 minutes until golden-brown.'
 'Allow the cookies to cool before serving.']","snack,sweet,dessert,baking,christmas,on_the_go,lactose_free,gluten_free,vegan,vegetarian,high_fiber,100kcal,easy,few_ingredients"
2023-01-06,111,83,72,Tomato Millet with Vegetables,"Millet can be enjoyed both sweet and savory. Our spicy tomato millet with vegetables from the pan is a filling and flavorful dish. Plus, it can be prepared quickly. The millet contains a lot of iron that your bones will surely be excited about!",20,normal,5,"[""Prepare the millet according to the package's instructions.""
 'In the meantime, cut the mushrooms and tomatoes into small pieces and clean the sugar snap peas.'
 'Cut the onion into small pieces and braise lightly in a pan with olive oil.'
 'Add the rest of the vegetables and sauté. Then add the vegetable broth and let simmer for 10 minutes.'
 'Spread the millet with tomato paste and season with salt and pepper. Serve together with the vegetables on a plate.']","low_calorie,low_fat,lunch,dinner,vegetarian,vegan,lactose_free,gluten_free,300kcal"
2023-01-20,609,21,18,Peanut Butter Stuffed Dates,These Peanut Butter Stuffed Dates practically make themselves. It's hard to imagine a healthy snack that you can prepare more quickly. Tip: Medjool dates are the best to use for this recipe. They are nice and soft and are easy to work with. You can find them in the produce section of a lot of supermarkets.,5,easy,1,['Fill the dates with peanut butter and top each with an almond.'],"snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,dessert,on_the_go,sweet,fruits,high_fiber,50kcal,easy,few_ingredients,fast"
2023-01-02,1195,10,9,Spinach & Coconut Soup,This wonderfully creamy Spinach & Coconut Soup is packed with vitamins and a true feel-good food. Spinach provides you with more iron than other vegetables and is highly recommended as part of a vegetarian diet. It also gives the soup a fantastic color and is a real eye-catcher on the dinner table!,36,normal,7,"['Clean the cauliflower and separate into florets. In addition, peel and dice the onion and sauté in a pot over medium heat with ⅔ of the coconut oil for 2 minutes.'
 'Set aside a few cauliflower florets to use as garnish. Place the remaining cauliflower in the pot and fry for 5 minutes.'
 'Deglaze with the vegetable broth, bring to a boil briefly, cover and simmer for approx. 10 minutes.'
 'Add the spinach and coconut milk. Let simmer for 5 additional minutes.'
 'Remove the soup from heat, add the parsley and maple syrup, and use an immersion blender to finely purée. Season with nutmeg, salt and pepper.'
 'In a pan, fry the cauliflower florets you set aside with the remaining coconut oil for 3 minutes.'
 'Transfer the soup into bowls and garnish with the coconut chips, crushed red pepper and fried cauliflower.']","low_carb,dinner,lunch,vegan,vegetarian,gluten_free,lactose_free,soup,vegetables,400kcal"
2023-01-08,337,29,25,Pork Mandu (Korean Dumplings),"Mandu, also called dumplings or jiaozi, are stuffed dough pockets. They go by a variety of different names around the world and are loved by many! You only need 3 ingredients and a little skill to make the dough. Tip: Mandu can also be frozen and saved for later. Simply boil the frozen mandu for 10-15 minutes.",30,normal,10,"['Place the ground pork in a bowl and crumble the tofu into it using your hands.'
 'Peel the onion and, together with the cabbage and carrot, cut into small chunks  and add to the bowl.'
 'Peel and crush the garlic and then add to the other ingredients.'
 'Season all with salt and pepper and mix together using your hands.'
 'In a second large bowl, combine the flour, water and some salt. Use your hands to knead into a smooth dough.'
 'Form the dough into a long, cylindrical roll and cut into 10 pieces.'
 'Press the pieces flat with your fingers and form into circles. The circles should get thinner towards the edges.'
 'Place a teaspoon-sized heap of filling in the middle of each circle and press the edges together to close.'
 'Bring a pot full of the water and the sesame oil to a boil and cook the mandu for approx. 5 minutes.'
 ""Use a ladle to remove the dumplings and cool them off in a bowl of cold water. Let them dry on a fresh kitchen towel so that they don't stick to your plate.""]","dinner,lunch,lactose_free,sugar_free,on_the_go,meat,vegetables,500kcal"
2023-01-20,520,11,10,Carrot & Pumpkin Stew,"Have a pumpkin left over and aren't sure what to do with it? Instead of using it as decoration, you could eat it! With a few tomatoes and carrots, you can whip up a delicious dinner for colder days!",30,easy,8,"['Remove the seeds from the pumpkin and cut into cubes.'
 'Peel the carrots and onion. Cut the carrots into thin slices and the onion into small cubes.'
 'Sauté the onions in a medium-sized pot with olive oil for 2 minutes.'
 'Add the pumpkin and carrots and cook for 5 minutes.'
 'Deglaze with the vegetable broth and let simmer over medium heat for 15 minutes.'
 'Cut the prosciutto into small pieces and briefly fry in a pan with 1 tablespoon of the soup water. Set aside.'
 'Cut the tomato into bite-sized pieces and pluck the thyme leaves off the stem. Add both to the pot and season with salt and pepper.'
 'Serve the stew with the fried prosciutto pieces.']","low_fat,dinner,lunch,lactose_free,meat,vegetables,low_calorie,soup,200kcal,easy"
2023-01-09,1172,10,8,Artichoke Hearts with Feta,"Our Artichoke Hearts with Feta is a great recipe with tons of flavor. You can also eat them without even baking them first. If you find artichokes in brine, you can add a tablespoon of olive oil when preparing them.",15,easy,5,"['Preheat the oven to 320°F (160°C).'
 'Drain the artichoke hearts and place in a large bowl.'
 'Crumble the feta with your hands and season with salt and pepper.'
 'Peel the garlic and crush into the bowl with the artichokes. Pluck a few thyme leaves from the stem and add to the bowl.'
 'Transfer the bowl contents into small casserole dishes or one large casserole dish, and cook on the middle rack for approx. 10 minutes.']","low_carb,dinner,lunch,vegetarian,gluten_free,sugar_free,high_fiber,clean_eating,vegetables,300kcal,easy,few_ingredients"
2023-01-16,1036,14,14,Chocolate Matcha Balls,"These Chocolate Matcha Balls are a delicious, healthy and filling snack. Matcha is rich in catechins. These substances, found in green tea leaves, can help to inhibit the activity and growth of various bacteria and viruses. Tip: If you're not a fan of matcha, feel free to leave out the powder.",20,normal,4,"['Remove the seeds from the dates and chop.' 'Chop the almonds.'
 'Use a food processor to purée the dates, almonds, cocoa powder, half of the matcha powder, and the almond milk until creamy.'
 'Dampen your hands and create small balls out of the dough. Sprinkle the remaining matcha powder of the balls using a mesh strainer. Store in the fridge until ready to eat.']","snack,vegan,vegetarian,gluten_free,sugar_free,lactose_free,high_fiber,clean_eating,dessert,on_the_go,sweet,50kcal,few_ingredients"
2023-01-16,1911,54,32,Baked Ravioli with Spinach,"Ravioli aren't just loved by kids, they are a versatile option for the whole family! In this recipe, we're combining the stuffed pasta with a delicious tomato and beef sauce, baked in the oven for a golden-brown mozzarella coating.",30,easy,5,"['Preheat the oven to 360°F (180°C).'
 'Warm the olive oil in a pan over medium heat and fry the ground beef for approximately 5 minutes until crumbly.'
 'Add the tomatoes and season with salt and pepper. Simmer for 2 minutes.'
 'Combine the ravioli and beef mixture in a casserole dish and sprinkle with mozzarella.'
 'Bake on the middle rack for approximately 20 minutes until golden-brown.']","dinner,lunch,meat,few_ingredients,casserole,600kcal,easy"
2023-01-07,2031,5,5,Vegan Rosemary Pumpkin Biscuits,"Complete your fall table with fluffy rosemary scented pumpkin biscuits. Whole wheat flour adds fiber and nutrients, while pumpkin puree helps keep the biscuits moist. Vegan butter and almond milk help make these biscuits completely vegan and ready to share!",35,easy,9,"['Preheat the oven to 375ºF (190ºC).'
 'Line a baking sheet with baking paper.'
 'In a large bowl, whisk together the whole wheat flour, all-purpose flour, baking powder, salt and nutmeg.'
 'Dice the vegan butter and cut into the flour mixture to form a fine sandy texture.'
 'Finely chop the fresh rosemary leaves and then whisk into the flour mixture.'
 'In a separate bowl, combine the canned pumpkin, almond milk and olive oil. Add to the flour mixture and stir to form a soft dough.'
 'Lightly flour a work surface and roll out the dough into one even layer approximately ½ inch (1.5 cm) thick.'
 'Cut out circles of dough and place on the baking sheet.'
 'Bake for approximately 12 minutes until golden-brown and fluffy.']","snack,high_fiber,vegan,vegetarian,pescatarian,lactose_free,sugar_free,baking,vegetables,on_the_go,100kcal,easy"
2023-01-19,439,80,68,Pide with Spinach & Feta,"Homemade always tastes better! Not only does it mean you have a meal you can be proud of, but it also means you know exactly what's in it. Tip: If you don't have any fresh spinach on hand, you can also use frozen spinach. It will just require a bit more time in the pan.",37,normal,10,"['Combine the yeast and sugar together with warm water in a bowl.'
 'Place both types of flour in a mixing bowl and knead together with the dissolved yeast.'
 'Form the dough into a ball and place in a warm area for approx. 1 hour.'
 'In the meantime, peel the onion, cut into small pieces and sauté in a pan with the oil until transparent.'
 'Add the spinach to the pan, season with salt and pepper, and let collapse over low heat.'
 'Preheat the oven to 250°C / 475°F.'
 'One the dough has risen, knead it once more and then split into 2 pieces and form 2 balls.'
 'Roll each ball into a thin, long form and top with the spinach mixture.'
 'Sprinkle the feta over the top and then fold in the sides of the dough.'
 'Brush the edges with the egg yolk and bake for approx. 17 minutes.']","dinner,lunch,vegetarian,on_the_go,vegetables,baking,400kcal"
2023-01-28,363,16,14,Breakfast Banana Split,"A super easy breakfast recipe that looks great has to be our Breakfast Banana Split! If you prefer other berries for your banana split, feel free to mix things up! Tip: If you're looking for a little cool down on a warm day, you can also place the Greek yogurt in the freezer about 30 minutes before prepping the recipe.",3,easy,2,"['Peel the banana and cut in half lengthwise.'
 'Distribute the Greek yogurt over the banana and garnish with the berries and granola.']","breakfast,vegetarian,clean_eating,dessert,sweet,fruits,400kcal,easy,few_ingredients,fast"
2023-01-02,1108,16,13,Green Pasta,"Not only does our Green Pasta look great, it tastes deliciously fruity and, thanks to the different vegetables, has tons of vitamins. If you're eating with kids that are picky with some vegetable sorts, you can simply purée the peas and zucchini pieces. They won't even know they're there!",40,easy,10,"['Preheat the oven to 360°F (180°C).'
 'Slice the zucchini and cut the slices in half.'
 'Combine the zucchini pieces with the olive oil and salt, spread out onto a baking sheet lined with baking paper, and cook on the middle rack for 10 minutes.'
 'In the meantime, peel and slice the garlic.'
 'After 10 minutes of cook time has elapsed, place the garlic on the same baking sheet, keeping it separate from the zucchini, and cook for an additional 10 minutes.'
 'Bring a large pot of water to a boil and cook the spaghetti for approx. 10 minutes until al dente.'
 'While the spaghetti cooks, place the almond milk and spinach in a second pot, salt and simmer over medium heat until the spinach collapses.'
 'Remove the baking sheet from the oven. Add the garlic to the pot with the spinach and purée using an immersion blender. Mix in the yeast flakes.'
 'Squeeze the juice from the lemon and then add the juice, the peas and the zucchini pieces to the sauce. Simmer for an additional 5 minutes.'
 'Drain the spaghetti and mix with the sauce.']","low_fat,dinner,lunch,vegan,vegetarian,lactose_free,sugar_free,high_fiber,clean_eating,vegetables,500kcal,easy"
2023-01-01,1088,167,142,Couscous Salad with Bell Pepper,"Our Couscous Salad with Bell Pepper is a great dish to take on the go. Simply place in a mason jar or lunchbox and you can enjoy it anywhere. The couscous will keep you feeling full. Tip: A delicious vegan feta pairs wonderfully with this recipe. If you come across it at the supermarket, be sure to give it a try!",20,easy,7,"['Bring the vegetable broth to a boil, turn off the heat and add the couscous to the broth. Soak for approx. 10 minutes.'
 'In the meantime, remove the seeds from the bell pepper. Chop the bell pepper, cucumber and tomatoes into bite-sized pieces.'
 'Peel and finely chop the onion.'
 'Finely chop the parsley. Combine all chopped vegetables in a large bowl.'
 'For the dressing, peel and crush the garlic, and squeeze the juice from the lemon.'
 'Combine the lemon juice, olive oil, white wine vinegar, salt and pepper with the garlic. Mix well.'
 'Add the couscous, dressing and oregano to the bowl of chopped vegetables, season with salt and pepper, and mix well.']","dinner,lunch,vegan,vegetarian,lactose_free,salad,on_the_go,vegetables,400kcal,easy"
2023-01-25,600,23,21,Pea Patties with Dip,"Thanks to the chickpea flour, peas and soy yogurt, these patties will deliver a good amount of plant-based protein. Even better, the calcium content is also high thanks to the chickpeas, which has approximately the same amount as milk and can help provide you with enough of the mineral to help strengthen your bones.",35,easy,8,"['Preheat the oven to 180°C / 360°F.'
 'Prepare the peas according to the package instructions.'
 'Peel the onion and garlic and cut the onion into cubes.'
 'Heat the olive oil in a pan, add the onion and crush half of the garlic clove into the pan. Sauté for approx. 3 minutes.'
 'Purée the sautéed onions and garlic together with the peas, basil, salt and pepper.'
 'Combine the purée with the chickpea flour and baking powder. Use your hands to form small patties out of the dough.'
 'Place the patties on a baking sheet covered with baking paper and bake for approx. 15 minutes. Flip the patties halfway through the cook time.'
 'In the meantime, create the dip by crushing the remaining garlic and combine with the soy yogurt, lemon juice, salt and pepper.']","low_fat,high_protein,dinner,lunch,vegan,vegetarian,gluten_free,lactose_free,sugar_free,on_the_go,vegetables,high_fiber,400kcal,easy"
2023-01-04,129,51,47,Baked Chicken Burritos,"A fast and easy dish for both kids and adults, our chicken burritos are beautifully baked and make for the perfect finger food. There's no limit to what you can put inside, even mushrooms and spinach would taste great. Together with a small salad, these burritos are a rich and filling meal!",45,normal,6,"['Cut the chicken breast fillet into small pieces and fry in a non-stick pan with some water until thoroughly cooked.'
 'While the chicken is cooking, finely chop the onion and mix together with the salsa, some caraway seed and oregano.'
 'Then, mix the sauce with the chicken and cheddar and place in the middle of the tortilla.'
 'Fold the sides in toward the filling and roll upwards from the bottom to create a closed roll.'
 'Using a spoon, coat the burritos with melted margarine and place them on a baking sheet covered with baking paper. Put in the oven at 200°C / 395°F for 30 minutes.'
 'Finally, garnish with some cheese.']","dinner,lunch,on_the_go,meat,300kcal"
2023-01-21,1477,20,19,Tuna Bowl,"If you have leftover rice in the fridge, it's great for our Tuna Bowl. With the rice already cooked, you'll have a delicious lunch ready in no time that you can enjoy on your lunch break at home or on the go.",51,easy,6,"['Prepare the rice according to the package instructions.'
 'In the meantime, slice the celery and radishes, and finely chop the dill.'
 'Grate the lemon peel and squeeze the juice from the lemon.'
 'Combine the lemon juice with the olive oil, salt and pepper.'
 'Drain the tuna and use a fork to tear it into bite-sized pieces.'
 'Split the rice into bowls and top with tuna, celery, radishes, dill and lemon zest. Drizzle with the dressing.']","dinner,lunch,gluten_free,lactose_free,sugar_free,clean_eating,fish,vegetables,pescatarian,300kcal,easy"
2023-01-13,2073,2,2,Root Vegetable Galette,"A galette is a round, flat freeform crust filled with sweet or savory fillings. Our root vegetable galette uses thinly sliced celeriac and beets arranged over creamy goat cheese and spinach on a whole wheat pie dough. We use a store-bought dough, but feel free to make your own!",45,easy,8,"['Preheat the oven to 400ºF (200ºC).'
 'Line a baking sheet with baking paper.'
 'Peel and thinly slice the celeriac and beets. Add to a large bowl and toss with ½ of the olive oil, salt and pepper. Set aside.'
 'Add the cheese to a bowl and mash with a fork until broken up.'
 'Heat the remaining olive oil in a pan over medium heat. Add the spinach and sauté for approximately 3 minutes until just wilted. Add the cooked spinach to the cheese and mix together.'
 'Roll the pie dough out onto the baking sheet. Spread the cheese mixture over the dough in a circle, leaving a border around the edges.'
 'Arrange the slices of beet and celeriac in a circle on top of the cheese. Top with fresh thyme.'
 'Fold the outer edges of the dough inward and bake for approximately 30 minutes until the crust is golden-brown and the vegetables are tender.']","lunch,dinner,vegetarian,pescatarian,vegetables,christmas,500kcal,easy"
2023-01-18,960,9,9,Cream of Pea Soup with Wasabi,"This alkaline Cream of Pea Soup with Wasabi is absolutely fantastic! It's super quick to prepare and the combination of peas, coconut milk and wasabi is delicious. Go ahead and prepare more servings than you need. You'll definitely want seconds and you can easily freeze the rest!",30,easy,6,"['Peel the shallots and cut into small cubes.'
 'Heat the coconut oil in a pot and sauté the shallots over medium heat for approx. 3 minutes.'
 'Deglaze with the vegetable broth and coconut milk. Next, add the peas and let simmer for approx. 15 minutes.'
 'In the meantime, roast the almond slices in a pan without oil.'
 'Use an immersion blender to purée the pot contents. Season with salt, pepper, lemon juice and wasabi paste.'
 'Garnish with the roasted almond slices and serve.']","low_carb,dinner,lunch,vegan,vegetarian,lactose_free,vegetables,soup,detox,500kcal,easy"
2023-01-28,831,68,63,Edamame Bowl,"Don't miss out on this delicious Edamame Bowl! Edamame beans are unripened, harvested soy beans still enclosed in their pods. The green soy beans contain 12 grams of plant-based protein per 100 grams and are both low in fat and calories. Edamame beans should be cooked in their pods in salt water for approx. 8 minutes before eaten. Frozen edamame, on the other hand, is generally already cooked.",25,easy,9,"['Preheat the oven to 180°C / 360°F.'
 'Cut the tofu into cubes and combine with the cornstarch, chili powder, salt, pepper, garlic powder and half of the olive oil.'
 'Spread the tofu cubes out onto a baking sheet lined with baking paper and cook on the middle rack for approx. 20 minutes.'
 'In the meantime, place the quinoa and double the amount of salted water in a pot, bring to a boil and let simmer over medium heat for approx. 15 minutes. Stir occasionally.'
 'Remove the stems from the kale and cut the leaves into thin strips.'
 'Mix the kale strips with the remaining olive oil, salt and pepper, and let soak for a moment.'
 'Peel the carrot and then use the peeler to cut the carrot into thin strips.'
 'To create the sauce, squeeze the juice from the lemon and combine the juice with the peanut butter, soy sauce and garlic powder. You can add water to dilute the sauce to the desired consistency.'
 'Arrange the quinoa, tofu cubes, kale, edamame, carrot strips and cilantro leaves in a bowl and drizzle with the sauce.']","dinner,lunch,vegan,vegetarian,lactose_free,sugar_free,high_fiber,salad,on_the_go,vegetables,high_protein,500kcal,easy"
2023-01-19,1514,5,4,Bell Pepper Mango Salad,"Thanks to the combo of peas and fruity mango, this Bell Pepper Mango Salad is something extra special. Nama shoyu is a raw, unpasteurized soy sauce. This makes it great for a raw food diet.",25,easy,6,"['Remove the peas from the freezer and set aside.'
 'Remove the seeds from the bell peppers and cut into thin strips.'
 'Peel the mango, cut the flesh away from the pit and then into slices.'
 'Chop the cilantro and combine with the bell pepper strips, mango slices and peas.'
 'Combine the lime juice and nama shoyu. Drizzle over the salad.'
 'Chop the Brazil nuts and use as a garnish for the salad.']","low_calorie,dinner,lunch,vegan,vegetarian,lactose_free,clean_eating,detox,salad,on_the_go,fruits,vegetables,100kcal,easy"
2023-01-28,5,221,199,Blueberry Protein Pancakes,"Introducing our high protein pancakes—sugar-free with a deliciously fruity taste from blueberries and apple sauce! In addition, they're full of protein and fiber, making them the perfect power start for the day.",25,easy,4,"['Put the egg whites, oats, baking powder and unsweetened almond milk in a blender.'
 'Season with the desired amount of salt and sweetener and blend until the mixture has a smooth consistency.'
 'Heat the coconut oil in a pan, add the dough and spread the blueberries over the top. Bake on both sides until the dough is golden brown.'
 'Serve the finished pancakes on a plate with apple sauce.']","high_protein,low_fat,breakfast,vegetarian,sugar_free,lactose_free,sweet,low_calorie,400kcal,easy"
2023-01-25,932,26,25,Smoked Salmon Soup,"Our Smoked Salmon Soup is wonderfully creamy and flavorful. It's the perfect dish for fish fans. Tip: If you'd like, you can set a few pieces of salmon aside and use as a garnish like in the picture! In smaller portions, it's also great as an appetizer for sushi or other fish dishes.",45,easy,9,"['Peel and chop the onion into small cubes. In addition, peel the garlic.'
 'Slice the carrots and then quarter the slices.'
 'Slice the celery, peel and cut the potato into small pieces, and separate the cauliflower into florets.'
 'Heat the olive oil in a pot and sauté the onion, carrot and celery pieces for approx. 5 minutes, stirring occasionally. Crush and add the garlic and mix well.'
 'Add the flour to the pot, mix well and then add the vegetable broth. Finally, add the thyme, potato pieces and cauliflower florets.'
 'Cover with a lid and simmer over medium heat for approx. 20 minutes, stirring occasionally.'
 'In the meantime, tear the salmon into small pieces and use scissors to cut the chives into small rings.'
 'Use an immersion blender to purée the pot contents and season with salt and pepper. Next, add the soy cream, corn and salmon pieces. Mix and let simmer for an additional 5 minutes.'
 'Garnish the soup with chives.']","low_carb,low_calorie,dinner,lunch,lactose_free,soup,fish,vegetables,pescatarian,200kcal,easy"
2023-01-15,926,36,34,Red Power Smoothie,"Our Red Power Smoothie stays true to its name! It's packed with energy and will strengthen your immune system. If you'd prefer a little less sweetness, you can always leave out the agave nectar. There's nothing saying you can't add it in the end if you change your mind.",13,easy,4,"['Soak the goji berries in warm water for approx. 10 minutes.'
 'In the meantime, peel and slice the ginger.'
 'Peel the grapefruit and chop into pieces.'
 'Drain the goji berries and place all ingredients in a blender. Purée until creamy.']","low_fat,low_calorie,breakfast,snack,vegan,vegetarian,gluten_free,lactose_free,smoothie,on_the_go,fruits,few_ingredients,100kcal,easy"
2023-01-11,1324,58,51,Flourless Chocolate Cookies,Our Flourless Chocolate Cookies will melt in your mouth and can be prepared in just 20 minutes. You also need just a few ingredients that you likely already have at home. Store the cookies in an airtight container and you can enjoy them for up to 3 days!,20,easy,6,"['Preheat the oven to 350°F (175°C).'
 'In a bowl, combine the erythritol powder, cocoa powder and salt.'
 'In a second bowl, use a hand mixer to beat the egg whites until stiff.'
 'Mix the vanilla extract into the egg whites. Finely chop the chocolate.'
 'Fold the cocoa powder into the egg whites, add the chocolate and briefly mix.'
 'For each cookie, place 1⁄2 tablespoon of dough onto a baking sheet lined with baking paper. Bake on the middle rack for approx. 10 minutes.']","low_carb,christmas,baking,sweet,few_ingredients,on_the_go,vegetarian,gluten_free,dessert,snack,sugar_free,high_fiber,easy"
2023-01-27,1672,23,22,Potato Broccoli Soup,"Soup should be on the menu much more often. It's usually simple and quick to make. While the veggies are simmering, you can already tidy up the kitchen and set the table. All you have to do is purée the soup before serving!",32,easy,6,"['Peel and cube the onion and garlic.'
 'Heat the olive oil in a pot and sauté the onion cubes over medium heat for approximately 3 minutes.'
 'Peel and cube the potatoes. Separate the broccoli into florets.'
 'Add the garlic to the pot, sauté briefly and then deglaze with the vegetable broth and coconut milk.'
 'Add the potatoes and broccoli to the pot and season with salt, pepper and nutmeg. Let the soup simmer for approximately 20 minutes.'
 'Purée the soup and serve.']","dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,gluten_free,soup,vegetables,clean_eating,sugar_free,400kcal,easy"
2023-01-05,1134,83,76,Basic Pizza Dough,"You can top your pizza dough with anything you desire! How about tomato sauce, garlic, shredded cheese, pepperoni and corn? Don't worry, it's just as easy to use vegan alternatives as well! Once you've baked your pizza, you can top it with fresh basil or arugula.",77,normal,5,"['Dissolve the yeast in the lukewarm water, add the sugar and salt, and mix well. Let sit for approx. 5 minutes.'
 'Place the flour in a bowl, create a crater in the middle and pour the yeast mixture, olive oil and some more salt into the crater.'
 'Use your hands to knead the ingredients for approx. 5 minutes until you have a smooth dough. Place the dough in a bowl and cover with a clean dish towel. Put in a warm place and let rise for approx. 60 minutes.'
 'Once the resting time has elapsed, preheat the oven to 400°F (200°C). Knead the dough once more with your hands and roll out onto a floured surface into the desired size.'
 'Place the dough on a baking sheet lined with baking paper, add your chosen toppings and bake on the middle rack of the oven for approx. 10 minutes.']","dinner,lunch,vegan,vegetarian,lactose_free,baking,few_ingredients,basic,400kcal"
2023-01-25,65,17,16,Salad with Grated Carrots & Halloumi,"Whether as a healthy side or a crisp salad, the versatility of the carrot surprises again and again. We're sure our carrot salad with halloumi and delicious orange dressing will also be something new!",20,normal,5,"['Finely grate the carrots with a vegetable grater.'
 'Lightly brown the pumpkin seeds in a non-stick pan and set to the side.'
 'Cut the halloumi into cubes and brown in the same pan.'
 'Juice half of the orange and mix the juice with 1 tsp. olive oil. Season with salt, pepper and cumin.'
 'Finely chop the parsley and mix with the grated carrots. Add the orange dressing and serve on a plate with halloumi and pumpkin seeds.']","lunch,dinner,vegetarian,gluten_free,sugar_free,clean_eating,salad,vegetables,600kcal"
2023-01-08,1738,14,14,Vegan Jambalaya,"Jambalaya is an American Creole and Cajun rice dish made with meat and vegetables. This vegan version uses hearty plant-based sausage and the Cajun holy trinity of onions, bell pepper and celery for extra flavor. This one-pot meal can be easily made less spicy by skipping the jalapeños.",40,easy,5,"['Heat olive oil in a large pan over medium-high heat.'
 'Slice the sausage into thin rounds and add to the pan. Cook for approximately 5 minutes until browned.'
 'Chop the onion, bell pepper, celery and jalapeños into small bite-sized pieces. Add to the pan and cook for approximately 5 minutes until the vegetables are softened.'
 'Add the rice to the pan and stir until coated. Add vegetable broth, the tomatoes and their juice to the pan, and season with salt and pepper. Bring the mixture to a boil.'
 'Reduce heat to medium-low and cover the pan. Simmer for approximately 20 minutes until the rice is cooked. Garnish with green onions.']","dinner,lunch,vegan,vegetarian,lactose_free,vegetables,300kcal,easy"
2023-01-16,754,66,60,Arabic Semolina Cake,"You don't have to be a pastry chef to prepare this Arabic Semolina Cake. It takes just a few minutes to make the batter. After that, you can simply pop it in the oven. Tip: If you'd like, you can also garnish the cake with orange slices.",50,easy,6,"['Preheat the oven to 160°C / 320°F.'
 'Beat the eggs with the honey until frothy.'
 'Add the semolina, baking powder and yogurt. Mix well.'
 'Fold in the shredded coconut. Transfer the batter into a springform (26 cm / 10 in. diameter) lined with baking paper.'
 'Bake the cake on the middle rack for approx. 35 minutes.'
 'Once the cake has cooled, combine the powdered sugar with the orange juice. Brush the cake with the mixture.']","vegetarian,high_fiber,dessert,baking,on_the_go,sweet,200kcal,easy"
2023-01-05,326,55,50,Stir-Fried Glass Noodles,"Whip up these Stir-Fried Glass Noodles and you've got yourself a quick, delicious meal that's perfect for warmer days. Tip: If you can't find any dried shiitake mushrooms, any type of mushrooms will work—both dried and fresh!",15,easy,7,"['Place the mushrooms in lukewarm water and prepare the glass noodles according to the package instructions.'
 'In the meantime, cut the green onion into rings and peel and finely chop the garlic and onion.'
 'Next, peel the carrot and cut into thin strips.'
 'Sauté the chopped onion and garlic in a pan with sesame oil for about 1 minute.'
 'Add the green onion rings and carrot strips and fry for about 5 minutes. Stir occasionally.'
 'While the vegetables fry, cut the mushrooms into thin strips and fry in the pan with the glass noodles for approx. 5 minutes.'
 'Finally, add the soy sauce, sesame seeds and pepper to the pan and mix well.']","low_fat,dinner,lunch,vegetarian,vegan,lactose_free,vegetables,high_fiber,sugar_free,500kcal,easy"
2023-01-31,23,5,5,Warm Pineapple with Lemon-Ricotta Yogurt,"In this fruity recipe, sweet pineapple meets creamy ricotta cheese. Fried in coconut oil, this meal is cooked in just a few steps and topped off with hazelnuts. Tip: If desired, the pineapple can also be sprinkled with cinnamon and  shredded coconut.",15,easy,4,"['Mix the ricotta with the yogurt and grated peel and juice from half a lemon. Then, stir in a tablespoon of honey.'
 'Peel the pineapple and cut into round, finger-thick slices.'
 'Heat the coconut oil in a pan and fry the slices together with the hazelnuts until a light brown color arises.'
 'Remove the pineapple slices from the pan and place on a plate with the lemon-ricotta yogurt.']","low_carb,dinner,snack,vegetarian,gluten_free,fruits,300kcal,easy"
2023-01-30,452,31,27,Zucchini Porridge,"Think zucchini and porridge sound like a strange combination? You'll be pleasantly surprised if you try it! You'll barely taste the zucchini, yet it adds volume to the porridge, leaving you feeling fuller. The best side effect: you'll get a few vitamins and fiber in your first meal of the day!",7,normal,5,"['Bring the oats, almond milk and water to a boil.'
 'In the meantime, cut the banana into small pieces and mash with a fork.'
 'Mix the banana into the oats and then remove from heat.'
 'Finely grate the zucchini and mix into the porridge.'
 'Top with peanut butter, pomegranate seeds and shredded coconut.']","breakfast,vegan,vegetarian,lactose_free,sugar_free,clean_eating,on_the_go,sweet,high_fiber,700kcal,fast"
2023-01-21,915,10,10,Cream Cheese & Vegetable Topped Spelt Puffed Cakes,"Our Cream Cheese & Vegetable Topped Spelt Puffed Cakes are a great alternative for breakfast. Who needs bread when you've got puffed cakes?! If you have other veggies in the house, like radishes or bell peppers, these work great as well.",3,easy,3,"['Spread the puffed cakes with cream cheese.'
 'Cut the tomato and cucumber into small cubes.'
 'Top the puffed cakes with the tomato and cucumber cubes and garnish with watercress.']","breakfast,vegetarian,sugar_free,vegetables,100kcal,easy,few_ingredients,fast"
